1		3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	
				Deklarationen SPS	1114																																								
Version	c	AG	Gewerk	Symbol	Typ	Objekt/Bereich	Kommentar	Zusatzkommentar	dez. Peripherie	Peripherie/Quelle	Konditionierung	Signalart	Priorität	Startwert	Bereich min	Bereich max	Einheit	DB	DBB	DBX	ParseCode	Objekt	Objektdeklaration	Symbolkommentar	Symbol	Datentyp	Gruppe	Adresse	ALG Meldenummer	ALG Variable	ALG BitNr	ALG Meldeklasse	ALG Meldeart	ALG Meldegruppe	ALG Meldetext	ALG Störort	ALG MSR	ALG Zusatztext	ALG Prozesswert	ALG Einzelquit	ALG Group Name	ALG Group VarState	ALG Group VarQuit	ALG Group Dekl	Bemerkung
1		ZEN	Belebung	Biocos1_Auto_A_Zt_P2_SW	DINT	Steuerung Biocos 1 - Automatik	Sollwert A-Phase (Rechenwert U+V)	Parametersatz 2				MWi			0	120	min	DB102	136	0			37815		KAO_Biocos1_Auto_A_Zt_P2_SW	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD136																	
1		ZEN	Belebung	Biocos1_Auto_Bel_Vz_P2_SW	DINT	Steuerung Biocos 1 - Automatik	Sollwert Verzögerungszeit Belüftungsphase	Parametersatz 2				SWi		60	0	300	s	DB103	72	0			37817		KAO_Biocos1_Auto_Bel_Vz_P2_SW	Vorzeichenloser 32-Bit Wert	ZEN_Sollwerte	DB103,DD72																	
1		ZEN	Belebung	Biocos1_Auto_Bel_Frg_P2_SW	DINT	Steuerung Biocos 1 - Automatik	Sollwert Belüftungsphase Freigabe (Rechenwert V-Verz.)	Parametersatz 2				MWi			0	120	min	DB102	140	0			37819		KAO_Biocos1_Auto_Bel_Frg_P2_SW	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD140																	
1		ZEN	Belebung	Biocos1_Auto_Bel_Int_P2_SW	DINT	Steuerung Biocos 1 - Automatik	Sollwert Anzahl Belüftungsintervalle	Parametersatz 2				SWi		4	0	10		DB103	76	0			37821		KAO_Biocos1_Auto_Bel_Int_P2_SW	Vorzeichenloser 32-Bit Wert	ZEN_Sollwerte	DB103,DD76																	
1		ZEN	Belebung	Biocos1_Auto_Bel_Int_Zt_P2_SW	DINT	Steuerung Biocos 1 - Automatik	Sollwert Belüftungsdauer (fest) pro Intervall	Parametersatz 2				SWi		300	0	3600	s	DB103	80	0			37823		KAO_Biocos1_Auto_Bel_Int_Zt_P2_SW	Vorzeichenloser 32-Bit Wert	ZEN_Sollwerte	DB103,DD80																	
1		ZEN	Belebung	Biocos1_Auto_UeSS_Zt_P2_SW	DINT	Steuerung Biocos 1 - Automatik	Sollwert ÜSS-Abzug Dauer	Parametersatz 2				SWi		2	0	120	min	DB103	84	0			37825		KAO_Biocos1_Auto_UeSS_Zt_P2_SW	Vorzeichenloser 32-Bit Wert	ZEN_Sollwerte	DB103,DD84																	
1		ZEN	Belebung	Biocos1_Auto_UeSS_Df_P2_SW	REAL	Steuerung Biocos 1 - Automatik	Sollwert ÜSS-Abzug Menge	Parametersatz 2				SWr		0	0	20	m³	DB103	88	0			37827		KAO_Biocos1_Auto_UeSS_Df_P2_SW	Gleitkommazahl 32-Bit IEEE 754	ZEN_Sollwerte	DB103,DD88																	
1		ZEN	Belebung	Biocos1_Auto_SR1_Zt_P2_SW	DINT	Steuerung Biocos 1 - Automatik	Sollwert Dauer Schlammrückführung SU-Becken 1	Parametersatz 2				SWi		20	0	120	min	DB103	92	0			37829		KAO_Biocos1_Auto_SR1_Zt_P2_SW	Vorzeichenloser 32-Bit Wert	ZEN_Sollwerte	DB103,DD92																	
1		ZEN	Belebung	Biocos1_Auto_SR2_Zt_P2_SW	DINT	Steuerung Biocos 1 - Automatik	Sollwert Dauer Schlammrückführung SU-Becken 2	Parametersatz 2				SWi		20	0	120	min	DB103	96	0			37831		KAO_Biocos1_Auto_SR2_Zt_P2_SW	Vorzeichenloser 32-Bit Wert	ZEN_Sollwerte	DB103,DD96																	
1		ZEN		ZEN_Res_DB102_144_0	DINT		Reserve					MWi	R					DB102	144	0			15		KAO_ZEN_Res_DB102_144_0	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD144																	
1		ZEN	Belebung	Biocos1_Auto_U_Zt_Px_IW	DINT	Steuerung Biocos 1 - Automatik	Sollwert U-Phase	Parameter aktiv				MWi			0	120	min	DB102	148	0			37845		KAO_Biocos1_Auto_U_Zt_Px_IW	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD148																	
1		ZEN	Belebung	Biocos1_Auto_V_Zt_Px_IW	DINT	Steuerung Biocos 1 - Automatik	Sollwert V-Phase	Parameter aktiv				MWi			0	120	min	DB102	152	0			37847		KAO_Biocos1_Auto_V_Zt_Px_IW	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD152																	
1		ZEN	Belebung	Biocos1_Auto_A_Zt_Px_IW	DINT	Steuerung Biocos 1 - Automatik	Sollwert A-Phase (Rechenwert U+V)	Parameter aktiv				MWi			0	120	min	DB102	156	0			37849		KAO_Biocos1_Auto_A_Zt_Px_IW	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD156																	
1		ZEN	Belebung	Biocos1_Auto_Bel_Vz_Px_IW	DINT	Steuerung Biocos 1 - Automatik	Sollwert Verzögerungszeit Belüftungsphase	Parameter aktiv				MWi			0	120	s	DB102	160	0			37851		KAO_Biocos1_Auto_Bel_Vz_Px_IW	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD160																	
1		ZEN	Belebung	Biocos1_Auto_Bel_Frg_Px_IW	DINT	Steuerung Biocos 1 - Automatik	Sollwert Belüftungsphase Freigabe (Rechenwert V-Verz.)	Parameter aktiv				MWi			0	120	min	DB102	164	0			37853		KAO_Biocos1_Auto_Bel_Frg_Px_IW	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD164																	
1		ZEN	Belebung	Biocos1_Auto_Bel_Int_Px_IW	DINT	Steuerung Biocos 1 - Automatik	Sollwert Anzahl Belüftungsintervalle	Parameter aktiv				MWi			0	10		DB102	168	0			37855		KAO_Biocos1_Auto_Bel_Int_Px_IW	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD168																	
1		ZEN	Belebung	Biocos1_Auto_Bel_Int_Zt_Px_IW	DINT	Steuerung Biocos 1 - Automatik	Sollwert Belüftungsdauer (fest) pro Intervall	Parameter aktiv				MWi			0	120	s	DB102	172	0			37857		KAO_Biocos1_Auto_Bel_Int_Zt_Px_IW	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD172																	
1		ZEN	Belebung	Biocos1_Auto_UeSS_Zt_Px_IW	DINT	Steuerung Biocos 1 - Automatik	Sollwert ÜSS-Abzug Dauer	Parameter aktiv				MWi			0	120	min	DB102	176	0			37859		KAO_Biocos1_Auto_UeSS_Zt_Px_IW	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD176																	
1		ZEN	Belebung	Biocos1_Auto_UeSS_Df_Px_IW	REAL	Steuerung Biocos 1 - Automatik	Sollwert ÜSS-Abzug Menge	Parameter aktiv				MWr			0	20	m³	DB102	180	0			37861		KAO_Biocos1_Auto_UeSS_Df_Px_IW	Gleitkommazahl 32-Bit IEEE 754	ZEN_Statuswerte	DB102,DD180																	
1		ZEN	Belebung	Biocos1_Auto_SR1_Zt_Px_IW	DINT	Steuerung Biocos 1 - Automatik	Sollwert Dauer Schlammrückführung SU-Becken 1	Parameter aktiv				MWi			0	120	min	DB102	184	0			37863		KAO_Biocos1_Auto_SR1_Zt_Px_IW	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD184																	
1		ZEN	Belebung	Biocos1_Auto_SR2_Zt_Px_IW	DINT	Steuerung Biocos 1 - Automatik	Sollwert Dauer Schlammrückführung SU-Becken 2	Parameter aktiv				MWi			0	120	min	DB102	188	0			37865		KAO_Biocos1_Auto_SR2_Zt_Px_IW	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD188																	
1		ZEN		ZEN_Res_DB102_192_0	DINT		Reserve					MWi	R					DB102	192	0			15		KAO_ZEN_Res_DB102_192_0	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD192																	
1		ZEN	Belebung	Biocos1_Auto_UeSS_Zyk_IW	DINT	Steuerung Biocos 1 - Automatik	Zyklen bis ÜSS-Abzug	Istwert				MWi			0	10		DB102	196	0			37881		KAO_Biocos1_Auto_UeSS_Zyk_IW	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD196																	
1		ZEN	Belebung	Biocos1_Auto_U1_Zt_IW	DINT	Steuerung Biocos 1 - Automatik	U-Phase SU-Becken 1	Istwert				MWi			0	120	min	DB102	200	0			37910		KAO_Biocos1_Auto_U1_Zt_IW	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD200																	
1		ZEN	Belebung	Biocos1_Auto_V1_Zt_IW	DINT	Steuerung Biocos 1 - Automatik	V-Phase SU-Becken 1	Istwert				MWi			0	120	min	DB102	204	0			37912		KAO_Biocos1_Auto_V1_Zt_IW	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD204																	
1		ZEN	Belebung	Biocos1_Auto_A1_Zt_IW	DINT	Steuerung Biocos 1 - Automatik	A-Phase SU-Becken 1	Istwert				MWi			0	120	min	DB102	208	0			37914		KAO_Biocos1_Auto_A1_Zt_IW	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD208																	
1		ZEN	Belebung	Biocos1_Auto_U2_Zt_IW	DINT	Steuerung Biocos 1 - Automatik	U-Phase SU-Becken 2	Istwert				MWi			0	120	min	DB102	212	0			37916		KAO_Biocos1_Auto_U2_Zt_IW	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD212																	
1		ZEN	Belebung	Biocos1_Auto_V2_Zt_IW	DINT	Steuerung Biocos 1 - Automatik	V-Phase SU-Becken 2	Istwert				MWi			0	120	min	DB102	216	0			37918		KAO_Biocos1_Auto_V2_Zt_IW	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD216																	
1		ZEN	Belebung	Biocos1_Auto_A2_Zt_IW	DINT	Steuerung Biocos 1 - Automatik	A-Phase SU-Becken 2	Istwert				MWi			0	120	min	DB102	220	0			37920		KAO_Biocos1_Auto_A2_Zt_IW	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD220																	
1		ZEN	Belebung	Biocos1_Auto_Bel_Vz_IW	DINT	Steuerung Biocos 1 - Automatik	Verzögerungszeit Belüftungsphase	Istwert				MWi			0	1200	s	DB102	224	0			37921		KAO_Biocos1_Auto_Bel_Vz_IW	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD224																	
1		ZEN	Belebung	Biocos1_Auto_Bel_Frg_IW	DINT	Steuerung Biocos 1 - Automatik	Belüftungsphase	Istwert				MWi			0	120	min	DB102	228	0			37922		KAO_Biocos1_Auto_Bel_Frg_IW	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD228																	
1		ZEN	Belebung	Biocos1_Auto_Bel_Int_IW	DINT	Steuerung Biocos 1 - Automatik	Belüftungsintervall	Istwert				MWi			0	10		DB102	232	0			37923		KAO_Biocos1_Auto_Bel_Int_IW	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD232																	
1		ZEN	Belebung	Biocos1_Auto_Bel_Int_Zt_IW	DINT	Steuerung Biocos 1 - Automatik	Belüftungsdauer im Intervall	Istwert				MWi			0	120	s	DB102	236	0			37924		KAO_Biocos1_Auto_Bel_Int_Zt_IW	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD236																	
1		ZEN	Belebung	Biocos1_Auto_UeSS_Zt_IW	DINT	Steuerung Biocos 1 - Automatik	ÜSS-Abzug Dauer	Istwert				MWi			0	120	min	DB102	240	0			37925		KAO_Biocos1_Auto_UeSS_Zt_IW	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD240																	
1		ZEN	Belebung	Biocos1_Auto_UeSS_Df_IW	REAL	Steuerung Biocos 1 - Automatik	ÜSS-Abzug Menge	Istwert				MWr			0	20	m³	DB102	244	0			37926		KAO_Biocos1_Auto_UeSS_Df_IW	Gleitkommazahl 32-Bit IEEE 754	ZEN_Statuswerte	DB102,DD244																	
1		ZEN	Belebung	Biocos1_Auto_SR1_Zt_IW	DINT	Steuerung Biocos 1 - Automatik	Schlammrückführung SU-Becken 1	Istwert				MWi			0	120	min	DB102	248	0			37927		KAO_Biocos1_Auto_SR1_Zt_IW	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD248																	
1		ZEN	Belebung	Biocos1_Auto_SR2_Zt_IW	DINT	Steuerung Biocos 1 - Automatik	Schlammrückführung SU-Becken 2	Istwert				MWi			0	120	min	DB102	252	0			37928		KAO_Biocos1_Auto_SR2_Zt_IW	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD252																	
1		ZEN		ZEN_Res_DB102_256_0	DINT		Reserve					MWi	R					DB102	256	0			15		KAO_ZEN_Res_DB102_256_0	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD256																	
1		ZEN	Belebung	Biocos2_BA_SU_BF	BOOL	Steuerung Biocos 2 - Betriebsart	Schaltuhrbetrieb	Befehl				B	BF					DB101	2	0			38093			Vorzeichenloser 8-Bit Wert	ZEN_Befehle	DB101,DBB2	12016	KAO_ZEN_DB101_DBB2	0	Information	Befehl	38095		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_BA_P1_BF	BOOL	Steuerung Biocos 2 - Betriebsart	Parametersatz 1	Befehl				B	BF					DB101	2	1			12017							KAO_ZEN_DB101_DBB2	1	Information	Befehl	38096		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_BA_P2_BF	BOOL	Steuerung Biocos 2 - Betriebsart	Parametersatz 2	Befehl				B	BF					DB101	2	2			12018							KAO_ZEN_DB101_DBB2	2	Information	Befehl	38097		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_BA_Aus_BF	BOOL	Steuerung Biocos 2 - Betriebsart	Aus	Befehl				B	BF					DB101	2	3			12019							KAO_ZEN_DB101_DBB2	3	Information	Befehl	38098		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_Auto_Bel_O2_Ein_BF	BOOL	Steuerung Biocos 2 - Automatik	Belüftung nach O2-Gehalt	Befehl Ein				B	BF					DB101	2	4			12020							KAO_ZEN_DB101_DBB2	4	Information	Befehl	38099		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_Auto_Bel_O2_Aus_BF	BOOL	Steuerung Biocos 2 - Automatik	Belüftung nach O2-Gehalt	Befehl Aus				B	BF					DB101	2	5			12021							KAO_ZEN_DB101_DBB2	5	Information	Befehl	38100		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_Auto_UeSS_Menge_Ein_BF	BOOL	Steuerung Biocos 2 - Automatik	ÜSS-Abzug nach Menge	Befehl Ein				B	BF					DB101	2	6			12022							KAO_ZEN_DB101_DBB2	6	Information	Befehl	38101		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_Auto_UeSS_Menge_Aus_BF	BOOL	Steuerung Biocos 2 - Automatik	ÜSS-Abzug nach Menge	Befehl Aus				B	BF					DB101	2	7			12023							KAO_ZEN_DB101_DBB2	7	Information	Befehl	38102		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_BA_SU_RB	BOOL	Steuerung Biocos 2 - Betriebsart	Schaltuhrbetrieb	Rückmeldung				M	U					DB100	46	0			38103			Vorzeichenloser 8-Bit Wert	ZEN_Meldungen	DB100,DBB46	10368	KAO_ZEN_DB100_DBB46	0	Information	Operation	38104		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_BA_P1_RB	BOOL	Steuerung Biocos 2 - Betriebsart	Parametersatz 1	Rückmeldung				M	U					DB100	46	1			10369							KAO_ZEN_DB100_DBB46	1	Information	Operation	38105		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_BA_P2_RB	BOOL	Steuerung Biocos 2 - Betriebsart	Parametersatz 2	Rückmeldung				M	U					DB100	46	2			10370							KAO_ZEN_DB100_DBB46	2	Information	Operation	38106		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_BA_Aus_RB	BOOL	Steuerung Biocos 2 - Betriebsart	Aus	Rückmeldung				M	U					DB100	46	3			10371							KAO_ZEN_DB100_DBB46	3	Information	Operation	38107		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_Auto_P1_aktiv	BOOL	Steuerung Biocos 2 - Automatik	Parametersatz 1 aktiv					M	B					DB100	46	4			10372							KAO_ZEN_DB100_DBB46	4	Information	Betrieb	38108		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_Auto_P2_aktiv	BOOL	Steuerung Biocos 2 - Automatik	Parametersatz 2 aktiv					M	B					DB100	46	5			10373							KAO_ZEN_DB100_DBB46	5	Information	Betrieb	38109		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_Auto_Bel_O2_Ein_RB	BOOL	Steuerung Biocos 2 - Automatik	Belüftung nach O2-Gehalt aktiv					M	U					DB100	46	6			10374							KAO_ZEN_DB100_DBB46	6	Information	Operation	38110		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_Auto_Bel_O2_Aus_RB	BOOL	Steuerung Biocos 2 - Automatik	Belüftung nach O2-Gehalt aus -> Intervallbelüftung					M	U					DB100	46	7			10375							KAO_ZEN_DB100_DBB46	7	Information	Operation	38111		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_Auto_Bel_O2_St	BOOL	Steuerung Biocos 2 - Automatik	Störung Messung O2-Gehalt -> Intervallbelüftung					M	W					DB100	47	0			38112			Vorzeichenloser 8-Bit Wert	ZEN_Meldungen	DB100,DBB47	10376	KAO_ZEN_DB100_DBB47	0	Störung	Warnung	38113		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_Auto_Bel_O2_min	BOOL	Steuerung Biocos 2 - Automatik	Belüftung nach O2-Gehalt -> min.-Wert nicht erreicht					M	W					DB100	47	1			10377							KAO_ZEN_DB100_DBB47	1	Störung	Warnung	38114		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_Auto_UeSS_Menge_Ein_RB	BOOL	Steuerung Biocos 2 - Automatik	ÜSS-Abzug nach Menge aktiv					M	U					DB100	47	2			10378							KAO_ZEN_DB100_DBB47	2	Information	Operation	38115		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_Auto_UeSS_Menge_Aus_RB	BOOL	Steuerung Biocos 2 - Automatik	ÜSS-Abzug nach Menge aus -> Zeit					M	U					DB100	47	3			10379							KAO_ZEN_DB100_DBB47	3	Information	Operation	38116		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_Auto_UeSS_Menge_St	BOOL	Steuerung Biocos 2 - Automatik	ÜSS-Abzug nach Menge -> Zeitüberschreitung					M	W					DB100	47	4			10380							KAO_ZEN_DB100_DBB47	4	Störung	Warnung	38117		Belebung	ZEN								
1		ZEN		ZEN_Res_DB100_47_5	BOOL		Reserve					M	R					DB100	47	5			10381							KAO_ZEN_DB100_DBB47	5	Information	Reserve	15		32219									
1		ZEN		ZEN_Res_DB100_47_6	BOOL		Reserve					M	R					DB100	47	6			10382							KAO_ZEN_DB100_DBB47	6	Information	Reserve	15		32219									
1		ZEN		ZEN_Res_DB100_47_7	BOOL		Reserve					M	R					DB100	47	7			10383							KAO_ZEN_DB100_DBB47	7	Information	Reserve	15		32219									
1		ZEN	Belebung	Biocos2_Auto_Bel_Phase	BOOL	Steuerung Biocos 2 - Automatik	Belüftungsphase aktiv					M	B					DB100	48	0			38121			Vorzeichenloser 8-Bit Wert	ZEN_Meldungen	DB100,DBB48	10384	KAO_ZEN_DB100_DBB48	0	Information	Betrieb	38122		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_Auto_Bel_Verz	BOOL	Steuerung Biocos 2 - Automatik	Verzögerung bis Freigabe Belüftung					M	B					DB100	48	1			10385							KAO_ZEN_DB100_DBB48	1	Information	Betrieb	38123		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_Auto_Bel_Frg	BOOL	Steuerung Biocos 2 - Automatik	Freigabe Belüftung					M	B					DB100	48	2			10386							KAO_ZEN_DB100_DBB48	2	Information	Betrieb	38124		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_Auto_Bel_Int	BOOL	Steuerung Biocos 2 - Automatik	Belüftung im Intervall aktiv					M	B					DB100	48	3			10387							KAO_ZEN_DB100_DBB48	3	Information	Betrieb	38125		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_Auto_UeSS	BOOL	Steuerung Biocos 2 - Automatik	ÜSS-Abzug aktiv					M	B					DB100	48	4			10388							KAO_ZEN_DB100_DBB48	4	Information	Betrieb	38126		Belebung	ZEN								
1		ZEN		ZEN_Res_DB100_48_5	BOOL		Reserve					M	R					DB100	48	5			10389							KAO_ZEN_DB100_DBB48	5	Information	Reserve	15		32219									
1		ZEN		ZEN_Res_DB100_48_6	BOOL		Reserve					M	R					DB100	48	6			10390							KAO_ZEN_DB100_DBB48	6	Information	Reserve	15		32219									
1		ZEN		ZEN_Res_DB100_48_7	BOOL		Reserve					M	R					DB100	48	7			10391							KAO_ZEN_DB100_DBB48	7	Information	Reserve	15		32219									
1		ZEN	Belebung	Biocos2_Auto_U1	BOOL	Steuerung Biocos 2 - Automatik	U-Phase SU-Becken 1 aktiv					M	B					DB100	49	0			38130			Vorzeichenloser 8-Bit Wert	ZEN_Meldungen	DB100,DBB49	10392	KAO_ZEN_DB100_DBB49	0	Information	Betrieb	38131		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_Auto_V1	BOOL	Steuerung Biocos 2 - Automatik	V-Phase SU-Becken 1 aktiv					M	B					DB100	49	1			10393							KAO_ZEN_DB100_DBB49	1	Information	Betrieb	38132		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_Auto_A1	BOOL	Steuerung Biocos 2 - Automatik	A-Phase SU-Becken 1 aktiv					M	B					DB100	49	2			10394							KAO_ZEN_DB100_DBB49	2	Information	Betrieb	38133		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_Auto_U2	BOOL	Steuerung Biocos 2 - Automatik	U-Phase SU-Becken 2 aktiv					M	B					DB100	49	3			10395							KAO_ZEN_DB100_DBB49	3	Information	Betrieb	38134		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_Auto_V2	BOOL	Steuerung Biocos 2 - Automatik	V-Phase SU-Becken 2 aktiv					M	B					DB100	49	4			10396							KAO_ZEN_DB100_DBB49	4	Information	Betrieb	38135		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_Auto_A2	BOOL	Steuerung Biocos 2 - Automatik	A-Phase SU-Becken 2 aktiv					M	B					DB100	49	5			10397							KAO_ZEN_DB100_DBB49	5	Information	Betrieb	38136		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_Auto_SR1	BOOL	Steuerung Biocos 2 - Automatik	Schlammrückführung SU-Becken 1 aktiv					M	B					DB100	49	6			10398							KAO_ZEN_DB100_DBB49	6	Information	Betrieb	38137		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_Auto_SR2	BOOL	Steuerung Biocos 2 - Automatik	Schlammrückführung SU-Becken 2 aktiv					M	B					DB100	49	7			10399							KAO_ZEN_DB100_DBB49	7	Information	Betrieb	38138		Belebung	ZEN								
1		ZEN	Belebung	Biocos2_Auto_Bel_O2_Int_SW	REAL	Steuerung Biocos 2 - Automatik	Sollwert O2-Gehalt am Ende Belüftungsintervall					SWr		2	0	10	mg/l	DB103	100	0			38140		KAO_Biocos2_Auto_Bel_O2_Int_SW	Gleitkommazahl 32-Bit IEEE 754	ZEN_Sollwerte	DB103,DD100																	
1		ZEN	Belebung	Biocos2_Auto_Bel_O2_min_SW	REAL	Steuerung Biocos 2 - Automatik	Grenzwert Sauerstoffeintrag min. pro Belüftungsphase					SWr		1.3	0	10	mg/l	DB103	104	0			38142		KAO_Biocos2_Auto_Bel_O2_min_SW	Gleitkommazahl 32-Bit IEEE 754	ZEN_Sollwerte	DB103,DD104																	
1		ZEN	Belebung	Biocos2_Auto_Bel_O2_Zt_min_SW	DINT	Steuerung Biocos 2 - Automatik	Mindestbelüftungsdauer pro Intervall					SWi		30	0	600	s	DB103	108	0			38144		KAO_Biocos2_Auto_Bel_O2_Zt_min_SW	Vorzeichenloser 32-Bit Wert	ZEN_Sollwerte	DB103,DD108																	
1		ZEN	Belebung	Biocos2_Auto_UeSS_Zyk_SW	DINT	Steuerung Biocos 2 - Automatik	ÜSS-Abzug alle X Zyklen					SWi		3	0	10		DB103	112	0			38146		KAO_Biocos2_Auto_UeSS_Zyk_SW	Vorzeichenloser 32-Bit Wert	ZEN_Sollwerte	DB103,DD112																	
1		ZEN	Belebung	Biocos2_Auto_P1_Start_SW	DINT	Steuerung Biocos 2 - Automatik	Startzeit Parametersatz 1					SWi		6	0	23	h	DB103	116	0			38148		KAO_Biocos2_Auto_P1_Start_SW	Vorzeichenloser 32-Bit Wert	ZEN_Sollwerte	DB103,DD116																	
1		ZEN	Belebung	Biocos2_Auto_P2_Start_SW	DINT	Steuerung Biocos 2 - Automatik	Startzeit Parametersatz 2					SWi		21	0	23	h	DB103	120	0			38150		KAO_Biocos2_Auto_P2_Start_SW	Vorzeichenloser 32-Bit Wert	ZEN_Sollwerte	DB103,DD120																	
1		ZEN	Belebung	Biocos2_Auto_U_Zt_P1_SW	DINT	Steuerung Biocos 2 - Automatik	Sollwert U-Phase	Parametersatz 1				SWi		15	0	120	min	DB103	124	0			38152		KAO_Biocos2_Auto_U_Zt_P1_SW	Vorzeichenloser 32-Bit Wert	ZEN_Sollwerte	DB103,DD124																	
1		ZEN	Belebung	Biocos2_Auto_V_Zt_P1_SW	DINT	Steuerung Biocos 2 - Automatik	Sollwert V-Phase	Parametersatz 1				SWi		45	0	120	min	DB103	128	0			38154		KAO_Biocos2_Auto_V_Zt_P1_SW	Vorzeichenloser 32-Bit Wert	ZEN_Sollwerte	DB103,DD128																	
1		ZEN	Belebung	Biocos2_Auto_A_Zt_P1_SW	DINT	Steuerung Biocos 2 - Automatik	Sollwert A-Phase (Rechenwert U+V)	Parametersatz 1				MWi			0	120	min	DB102	260	0			38156		KAO_Biocos2_Auto_A_Zt_P1_SW	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD260																	
1		ZEN	Belebung	Biocos2_Auto_Bel_Vz_P1_SW	DINT	Steuerung Biocos 2 - Automatik	Sollwert Verzögerungszeit Belüftungsphase	Parametersatz 1				SWi		60	0	3600	s	DB103	132	0			38158		KAO_Biocos2_Auto_Bel_Vz_P1_SW	Vorzeichenloser 32-Bit Wert	ZEN_Sollwerte	DB103,DD132																	
1		ZEN	Belebung	Biocos2_Auto_Bel_Frg_P1_SW	DINT	Steuerung Biocos 2 - Automatik	Sollwert Belüftungsphase Freigabe (Rechenwert V-Verz.)	Parametersatz 1				MWi			0	120	min	DB102	264	0			38160		KAO_Biocos2_Auto_Bel_Frg_P1_SW	Vorzeichenloser 32-Bit Wert	ZEN_Statuswerte	DB102,DD264																	
1		ZEN	Belebung	Biocos2_Auto_Bel_Int_P1_SW	DINT	Steuerung Biocos 2 - Automatik	Sollwert Anzahl Belüftungsintervalle	Parametersatz 1				SWi		4	0	10		DB103	136	0			38162		KAO_Biocos2_Auto_Bel_Int_P1_SW	Vorzeichenloser 32-Bit Wert	ZEN_Sollwerte	DB103,DD136																	
